country,day,vaccine,total_vaccinations
France,2/4/2021,Moderna,60138
France,2/4/2021,Pfizer/BioNTech,2065361
France,2/5/2021,Moderna,64693
France,2/5/2021,Pfizer/BioNTech,2176995
France,2/6/2021,Moderna,66624
France,2/6/2021,Oxford/AstraZeneca,256
France,2/6/2021,Pfizer/BioNTech,2207390
France,2/7/2021,Moderna,66665
France,2/7/2021,Oxford/AstraZeneca,1599
France,2/7/2021,Pfizer/BioNTech,2217263
France,2/8/2021,Moderna,74089
France,2/8/2021,Oxford/AstraZeneca,4192
France,2/8/2021,Pfizer/BioNTech,2302960
France,2/9/2021,Moderna,82353
France,2/9/2021,Oxford/AstraZeneca,10741
France,2/9/2021,Pfizer/BioNTech,2434842
France,2/10/2021,Moderna,91534
France,2/10/2021,Oxford/AstraZeneca,19733
France,2/10/2021,Pfizer/BioNTech,2572652
France,2/11/2021,Moderna,101698
France,2/11/2021,Oxford/AstraZeneca,32822
France,2/11/2021,Pfizer/BioNTech,2744382
France,2/12/2021,Moderna,111709
France,2/12/2021,Oxford/AstraZeneca,45585
France,2/12/2021,Pfizer/BioNTech,2874382
France,2/13/2021,Moderna,114922
France,2/13/2021,Oxford/AstraZeneca,49025
France,2/13/2021,Pfizer/BioNTech,2907916
France,2/14/2021,Moderna,115219
France,2/14/2021,Oxford/AstraZeneca,49865
France,2/14/2021,Pfizer/BioNTech,2918065
France,2/15/2021,Moderna,121691
France,2/15/2021,Oxford/AstraZeneca,59778
France,2/15/2021,Pfizer/BioNTech,3013377
France,2/16/2021,Moderna,130802
France,2/16/2021,Oxford/AstraZeneca,71744
France,2/16/2021,Pfizer/BioNTech,3137520
France,2/17/2021,Moderna,139468
France,2/17/2021,Oxford/AstraZeneca,82402
France,2/17/2021,Pfizer/BioNTech,3274950
France,2/18/2021,Moderna,149825
France,2/18/2021,Oxford/AstraZeneca,96551
France,2/18/2021,Pfizer/BioNTech,3442869
France,2/19/2021,Moderna,159401
France,2/19/2021,Oxford/AstraZeneca,110423
France,2/19/2021,Pfizer/BioNTech,3573434
France,2/20/2021,Moderna,162662
France,2/20/2021,Oxford/AstraZeneca,113514
France,2/20/2021,Pfizer/BioNTech,3612569
France,2/21/2021,Moderna,162945
France,2/21/2021,Oxford/AstraZeneca,114045
France,2/21/2021,Pfizer/BioNTech,3619971
France,2/22/2021,Moderna,170225
France,2/22/2021,Oxford/AstraZeneca,122734
France,2/22/2021,Pfizer/BioNTech,3710832
France,2/23/2021,Moderna,178705
France,2/23/2021,Oxford/AstraZeneca,133591
France,2/23/2021,Pfizer/BioNTech,3827097
France,2/24/2021,Moderna,186958
France,2/24/2021,Oxford/AstraZeneca,147179
France,2/24/2021,Pfizer/BioNTech,3945246
France,2/25/2021,Moderna,195619
France,2/25/2021,Oxford/AstraZeneca,190819
France,2/25/2021,Pfizer/BioNTech,4078954
France,2/26/2021,Moderna,202904
France,2/26/2021,Oxford/AstraZeneca,251394
France,2/26/2021,Pfizer/BioNTech,4190683
France,2/27/2021,Moderna,205463
France,2/27/2021,Oxford/AstraZeneca,285452
France,2/27/2021,Pfizer/BioNTech,4226827
France,2/28/2021,Moderna,205565
France,2/28/2021,Oxford/AstraZeneca,287752
France,2/28/2021,Pfizer/BioNTech,4233622
France,3/1/2021,Moderna,214230
France,3/1/2021,Oxford/AstraZeneca,307116
France,3/1/2021,Pfizer/BioNTech,4320855
France,3/2/2021,Moderna,225158
France,3/2/2021,Oxford/AstraZeneca,344798
France,3/2/2021,Pfizer/BioNTech,4436934
France,3/3/2021,Moderna,236312
France,3/3/2021,Oxford/AstraZeneca,391638
France,3/3/2021,Pfizer/BioNTech,4555454
France,3/4/2021,Moderna,248502
France,3/4/2021,Oxford/AstraZeneca,470806
France,3/4/2021,Pfizer/BioNTech,4694912
France,3/5/2021,Moderna,260167
France,3/5/2021,Oxford/AstraZeneca,585807
France,3/5/2021,Pfizer/BioNTech,4824816
France,3/6/2021,Moderna,266445
France,3/6/2021,Oxford/AstraZeneca,701996
France,3/6/2021,Pfizer/BioNTech,4921025
France,3/7/2021,Moderna,268747
France,3/7/2021,Oxford/AstraZeneca,755649
France,3/7/2021,Pfizer/BioNTech,4986273
France,3/8/2021,Moderna,281048
France,3/8/2021,Oxford/AstraZeneca,796933
France,3/8/2021,Pfizer/BioNTech,5083222
France,3/9/2021,Moderna,296842
France,3/9/2021,Oxford/AstraZeneca,873673
France,3/9/2021,Pfizer/BioNTech,5212599
France,3/10/2021,Moderna,312838
France,3/10/2021,Oxford/AstraZeneca,952194
France,3/10/2021,Pfizer/BioNTech,5347571
France,3/11/2021,Moderna,331177
France,3/11/2021,Oxford/AstraZeneca,1077538
France,3/11/2021,Pfizer/BioNTech,5503750
France,3/12/2021,Moderna,347119
France,3/12/2021,Oxford/AstraZeneca,1256419
France,3/12/2021,Pfizer/BioNTech,5648999
France,3/13/2021,Moderna,359528
France,3/13/2021,Oxford/AstraZeneca,1385445
France,3/13/2021,Pfizer/BioNTech,5748518
France,3/14/2021,Moderna,364622
France,3/14/2021,Oxford/AstraZeneca,1399014
France,3/14/2021,Pfizer/BioNTech,5794212
France,3/15/2021,Moderna,378646
France,3/15/2021,Oxford/AstraZeneca,1449597
France,3/15/2021,Pfizer/BioNTech,5913580
France,3/16/2021,Moderna,399752
France,3/16/2021,Oxford/AstraZeneca,1450434
France,3/16/2021,Pfizer/BioNTech,6067402
France,3/17/2021,Moderna,423466
France,3/17/2021,Oxford/AstraZeneca,1450988
France,3/17/2021,Pfizer/BioNTech,6226187
France,3/18/2021,Moderna,451411
France,3/18/2021,Oxford/AstraZeneca,1452066
France,3/18/2021,Pfizer/BioNTech,6404063
France,3/19/2021,Moderna,478779
France,3/19/2021,Oxford/AstraZeneca,1520814
France,3/19/2021,Pfizer/BioNTech,6568070
France,3/20/2021,Moderna,505496
France,3/20/2021,Oxford/AstraZeneca,1584767
France,3/20/2021,Pfizer/BioNTech,6652085
France,3/21/2021,Moderna,523099
France,3/21/2021,Oxford/AstraZeneca,1590205
France,3/21/2021,Pfizer/BioNTech,6679167
France,3/22/2021,Moderna,543725
France,3/22/2021,Oxford/AstraZeneca,1626563
France,3/22/2021,Pfizer/BioNTech,6820265
France,3/23/2021,Moderna,570277
France,3/23/2021,Oxford/AstraZeneca,1709558
France,3/23/2021,Pfizer/BioNTech,6996999
France,3/24/2021,Moderna,598809
France,3/24/2021,Oxford/AstraZeneca,1798800
France,3/24/2021,Pfizer/BioNTech,7173367
France,3/25/2021,Moderna,630219
France,3/25/2021,Oxford/AstraZeneca,1946280
France,3/25/2021,Pfizer/BioNTech,7374242
France,3/26/2021,Moderna,660894
France,3/26/2021,Oxford/AstraZeneca,2109265
France,3/26/2021,Pfizer/BioNTech,7573706
France,3/27/2021,Moderna,677910
France,3/27/2021,Oxford/AstraZeneca,2176262
France,3/27/2021,Pfizer/BioNTech,7698405
France,3/28/2021,Moderna,688435
France,3/28/2021,Oxford/AstraZeneca,2182372
France,3/28/2021,Pfizer/BioNTech,7744595
France,3/29/2021,Moderna,711256
France,3/29/2021,Oxford/AstraZeneca,2235548
France,3/29/2021,Pfizer/BioNTech,7918881
France,3/30/2021,Moderna,741265
France,3/30/2021,Oxford/AstraZeneca,2327301
France,3/30/2021,Pfizer/BioNTech,8144518
France,3/31/2021,Moderna,774788
France,3/31/2021,Oxford/AstraZeneca,2389490
France,3/31/2021,Pfizer/BioNTech,8378185
France,4/1/2021,Moderna,816507
France,4/1/2021,Oxford/AstraZeneca,2473814
France,4/1/2021,Pfizer/BioNTech,8649327
France,4/2/2021,Moderna,853182
France,4/2/2021,Oxford/AstraZeneca,2559395
France,4/2/2021,Pfizer/BioNTech,8896715
France,4/3/2021,Moderna,874020
France,4/3/2021,Oxford/AstraZeneca,2594587
France,4/3/2021,Pfizer/BioNTech,9040844
France,4/4/2021,Moderna,884488
France,4/4/2021,Oxford/AstraZeneca,2597933
France,4/4/2021,Pfizer/BioNTech,9090403
France,4/5/2021,Moderna,897251
France,4/5/2021,Oxford/AstraZeneca,2602136
France,4/5/2021,Pfizer/BioNTech,9141504
France,4/6/2021,Moderna,930851
France,4/6/2021,Oxford/AstraZeneca,2630951
France,4/6/2021,Pfizer/BioNTech,9398697
France,4/7/2021,Moderna,967958
France,4/7/2021,Oxford/AstraZeneca,2662416
France,4/7/2021,Pfizer/BioNTech,9695451
France,4/8/2021,Moderna,1012330
France,4/8/2021,Oxford/AstraZeneca,2739865
France,4/8/2021,Pfizer/BioNTech,10022205
France,4/9/2021,Moderna,1053549
France,4/9/2021,Oxford/AstraZeneca,2899468
France,4/9/2021,Pfizer/BioNTech,10335822
France,4/10/2021,Moderna,1082224
France,4/10/2021,Oxford/AstraZeneca,2973952
France,4/10/2021,Pfizer/BioNTech,10523089
France,4/11/2021,Moderna,1094223
France,4/11/2021,Oxford/AstraZeneca,2980982
France,4/11/2021,Pfizer/BioNTech,10592159
France,4/12/2021,Moderna,1121646
France,4/12/2021,Oxford/AstraZeneca,3031479
France,4/12/2021,Pfizer/BioNTech,10858502
France,4/13/2021,Moderna,1156244
France,4/13/2021,Oxford/AstraZeneca,3116495
France,4/13/2021,Pfizer/BioNTech,11180113
France,4/14/2021,Moderna,1190065
France,4/14/2021,Oxford/AstraZeneca,3183054
France,4/14/2021,Pfizer/BioNTech,11502302
France,4/15/2021,Moderna,1232028
France,4/15/2021,Oxford/AstraZeneca,3274601
France,4/15/2021,Pfizer/BioNTech,11841212
France,4/16/2021,Moderna,1271800
France,4/16/2021,Oxford/AstraZeneca,3385457
France,4/16/2021,Pfizer/BioNTech,12163211
France,4/17/2021,Moderna,1307087
France,4/17/2021,Oxford/AstraZeneca,3437683
France,4/17/2021,Pfizer/BioNTech,12348778
France,4/18/2021,Moderna,1327183
France,4/18/2021,Oxford/AstraZeneca,3447103
France,4/18/2021,Pfizer/BioNTech,12404271
France,4/19/2021,Moderna,1359660
France,4/19/2021,Oxford/AstraZeneca,3471624
France,4/19/2021,Pfizer/BioNTech,12681793
France,4/20/2021,Moderna,1400141
France,4/20/2021,Oxford/AstraZeneca,3516589
France,4/20/2021,Pfizer/BioNTech,13010305
France,4/21/2021,Moderna,1439587
France,4/21/2021,Oxford/AstraZeneca,3554791
France,4/21/2021,Pfizer/BioNTech,13341818
France,4/22/2021,Moderna,1487056
France,4/22/2021,Oxford/AstraZeneca,3608676
France,4/22/2021,Pfizer/BioNTech,13701159
France,4/23/2021,Johnson&Johnson,399
France,4/23/2021,Moderna,1536037
France,4/23/2021,Oxford/AstraZeneca,3678224
France,4/23/2021,Pfizer/BioNTech,14042303
France,4/24/2021,Johnson&Johnson,1934
France,4/24/2021,Moderna,1575507
France,4/24/2021,Oxford/AstraZeneca,3715284
France,4/24/2021,Pfizer/BioNTech,14258862
France,4/25/2021,Johnson&Johnson,2043
France,4/25/2021,Moderna,1593390
France,4/25/2021,Oxford/AstraZeneca,3721281
France,4/25/2021,Pfizer/BioNTech,14339492
France,4/26/2021,Johnson&Johnson,4754
France,4/26/2021,Moderna,1626442
France,4/26/2021,Oxford/AstraZeneca,3740336
France,4/26/2021,Pfizer/BioNTech,14642724
Germany,12/27/2020,Moderna,0
Germany,12/27/2020,Oxford/AstraZeneca,0
Germany,12/27/2020,Pfizer/BioNTech,24503
Germany,12/28/2020,Moderna,0
Germany,12/28/2020,Oxford/AstraZeneca,0
Germany,12/28/2020,Pfizer/BioNTech,42885
Germany,12/29/2020,Moderna,0
Germany,12/29/2020,Oxford/AstraZeneca,0
Germany,12/29/2020,Pfizer/BioNTech,92346
Germany,12/30/2020,Moderna,0
Germany,12/30/2020,Oxford/AstraZeneca,0
Germany,12/30/2020,Pfizer/BioNTech,154819
Germany,12/31/2020,Moderna,0
Germany,12/31/2020,Oxford/AstraZeneca,0
Germany,12/31/2020,Pfizer/BioNTech,204883
Germany,1/1/2021,Moderna,0
Germany,1/1/2021,Oxford/AstraZeneca,1
Germany,1/1/2021,Pfizer/BioNTech,224150
Germany,1/2/2021,Moderna,0
Germany,1/2/2021,Oxford/AstraZeneca,1
Germany,1/2/2021,Pfizer/BioNTech,277189
Germany,1/3/2021,Moderna,0
Germany,1/3/2021,Oxford/AstraZeneca,1
Germany,1/3/2021,Pfizer/BioNTech,301387
Germany,1/4/2021,Moderna,0
Germany,1/4/2021,Oxford/AstraZeneca,1
Germany,1/4/2021,Pfizer/BioNTech,349781
Germany,1/5/2021,Moderna,1
Germany,1/5/2021,Oxford/AstraZeneca,1
Germany,1/5/2021,Pfizer/BioNTech,403627
Germany,1/6/2021,Moderna,7
Germany,1/6/2021,Oxford/AstraZeneca,3
Germany,1/6/2021,Pfizer/BioNTech,466442
Germany,1/7/2021,Moderna,11
Germany,1/7/2021,Oxford/AstraZeneca,3
Germany,1/7/2021,Pfizer/BioNTech,522460
Germany,1/8/2021,Moderna,59
Germany,1/8/2021,Oxford/AstraZeneca,3
Germany,1/8/2021,Pfizer/BioNTech,586056
Germany,1/9/2021,Moderna,59
Germany,1/9/2021,Oxford/AstraZeneca,3
Germany,1/9/2021,Pfizer/BioNTech,647423
Germany,1/10/2021,Moderna,59
Germany,1/10/2021,Oxford/AstraZeneca,3
Germany,1/10/2021,Pfizer/BioNTech,682694
Germany,1/11/2021,Moderna,60
Germany,1/11/2021,Oxford/AstraZeneca,3
Germany,1/11/2021,Pfizer/BioNTech,749567
Germany,1/12/2021,Moderna,60
Germany,1/12/2021,Oxford/AstraZeneca,5
Germany,1/12/2021,Pfizer/BioNTech,832496
Germany,1/13/2021,Moderna,857
Germany,1/13/2021,Oxford/AstraZeneca,5
Germany,1/13/2021,Pfizer/BioNTech,943966
Germany,1/14/2021,Moderna,5484
Germany,1/14/2021,Oxford/AstraZeneca,5
Germany,1/14/2021,Pfizer/BioNTech,1022795
Germany,1/15/2021,Moderna,10921
Germany,1/15/2021,Oxford/AstraZeneca,24
Germany,1/15/2021,Pfizer/BioNTech,1108682
Germany,1/16/2021,Moderna,12693
Germany,1/16/2021,Oxford/AstraZeneca,24
Germany,1/16/2021,Pfizer/BioNTech,1164321
Germany,1/17/2021,Moderna,13998
Germany,1/17/2021,Oxford/AstraZeneca,25
Germany,1/17/2021,Pfizer/BioNTech,1211386
Germany,1/18/2021,Moderna,18033
Germany,1/18/2021,Oxford/AstraZeneca,26
Germany,1/18/2021,Pfizer/BioNTech,1289598
Germany,1/19/2021,Moderna,21503
Germany,1/19/2021,Oxford/AstraZeneca,76
Germany,1/19/2021,Pfizer/BioNTech,1401474
Germany,1/20/2021,Moderna,24254
Germany,1/20/2021,Oxford/AstraZeneca,80
Germany,1/20/2021,Pfizer/BioNTech,1530940
Germany,1/21/2021,Moderna,26966
Germany,1/21/2021,Oxford/AstraZeneca,80
Germany,1/21/2021,Pfizer/BioNTech,1633660
Germany,1/22/2021,Moderna,29009
Germany,1/22/2021,Oxford/AstraZeneca,92
Germany,1/22/2021,Pfizer/BioNTech,1733833
Germany,1/23/2021,Moderna,29392
Germany,1/23/2021,Oxford/AstraZeneca,93
Germany,1/23/2021,Pfizer/BioNTech,1819008
Germany,1/24/2021,Moderna,29636
Germany,1/24/2021,Oxford/AstraZeneca,97
Germany,1/24/2021,Pfizer/BioNTech,1868698
Germany,1/25/2021,Moderna,31358
Germany,1/25/2021,Oxford/AstraZeneca,99
Germany,1/25/2021,Pfizer/BioNTech,1963245
Germany,1/26/2021,Moderna,33012
Germany,1/26/2021,Oxford/AstraZeneca,105
Germany,1/26/2021,Pfizer/BioNTech,2061183
Germany,1/27/2021,Moderna,34938
Germany,1/27/2021,Oxford/AstraZeneca,113
Germany,1/27/2021,Pfizer/BioNTech,2170455
Germany,1/28/2021,Moderna,36573
Germany,1/28/2021,Oxford/AstraZeneca,114
Germany,1/28/2021,Pfizer/BioNTech,2260474
Germany,1/29/2021,Moderna,37978
Germany,1/29/2021,Oxford/AstraZeneca,179
Germany,1/29/2021,Pfizer/BioNTech,2367753
Germany,1/30/2021,Moderna,38852
Germany,1/30/2021,Oxford/AstraZeneca,180
Germany,1/30/2021,Pfizer/BioNTech,2454674
Germany,1/31/2021,Moderna,39228
Germany,1/31/2021,Oxford/AstraZeneca,180
Germany,1/31/2021,Pfizer/BioNTech,2512323
Germany,2/1/2021,Moderna,41439
Germany,2/1/2021,Oxford/AstraZeneca,237
Germany,2/1/2021,Pfizer/BioNTech,2631879
Germany,2/2/2021,Moderna,44309
Germany,2/2/2021,Oxford/AstraZeneca,251
Germany,2/2/2021,Pfizer/BioNTech,2759834
Germany,2/3/2021,Moderna,50698
Germany,2/3/2021,Oxford/AstraZeneca,271
Germany,2/3/2021,Pfizer/BioNTech,2913452
Germany,2/4/2021,Moderna,56573
Germany,2/4/2021,Oxford/AstraZeneca,277
Germany,2/4/2021,Pfizer/BioNTech,3039683
Germany,2/5/2021,Moderna,62972
Germany,2/5/2021,Oxford/AstraZeneca,284
Germany,2/5/2021,Pfizer/BioNTech,3178529
Germany,2/6/2021,Moderna,65438
Germany,2/6/2021,Oxford/AstraZeneca,285
Germany,2/6/2021,Pfizer/BioNTech,3276033
Germany,2/7/2021,Moderna,67787
Germany,2/7/2021,Oxford/AstraZeneca,287
Germany,2/7/2021,Pfizer/BioNTech,3327938
Germany,2/8/2021,Moderna,71646
Germany,2/8/2021,Oxford/AstraZeneca,311
Germany,2/8/2021,Pfizer/BioNTech,3434368
Germany,2/9/2021,Moderna,75527
Germany,2/9/2021,Oxford/AstraZeneca,421
Germany,2/9/2021,Pfizer/BioNTech,3563254
Germany,2/10/2021,Moderna,79396
Germany,2/10/2021,Oxford/AstraZeneca,7461
Germany,2/10/2021,Pfizer/BioNTech,3702352
Germany,2/11/2021,Moderna,86691
Germany,2/11/2021,Oxford/AstraZeneca,22885
Germany,2/11/2021,Pfizer/BioNTech,3822666
Germany,2/12/2021,Moderna,96565
Germany,2/12/2021,Oxford/AstraZeneca,37135
Germany,2/12/2021,Pfizer/BioNTech,3955398
Germany,2/13/2021,Moderna,99612
Germany,2/13/2021,Oxford/AstraZeneca,49974
Germany,2/13/2021,Pfizer/BioNTech,4047628
Germany,2/14/2021,Moderna,102014
Germany,2/14/2021,Oxford/AstraZeneca,57324
Germany,2/14/2021,Pfizer/BioNTech,4102781
Germany,2/15/2021,Moderna,106827
Germany,2/15/2021,Oxford/AstraZeneca,72055
Germany,2/15/2021,Pfizer/BioNTech,4210346
Germany,2/16/2021,Moderna,112506
Germany,2/16/2021,Oxford/AstraZeneca,95575
Germany,2/16/2021,Pfizer/BioNTech,4316352
Germany,2/17/2021,Moderna,120458
Germany,2/17/2021,Oxford/AstraZeneca,115340
Germany,2/17/2021,Pfizer/BioNTech,4438895
Germany,2/18/2021,Moderna,128394
Germany,2/18/2021,Oxford/AstraZeneca,139742
Germany,2/18/2021,Pfizer/BioNTech,4550092
Germany,2/19/2021,Moderna,138194
Germany,2/19/2021,Oxford/AstraZeneca,164952
Germany,2/19/2021,Pfizer/BioNTech,4668175
Germany,2/20/2021,Moderna,142664
Germany,2/20/2021,Oxford/AstraZeneca,186578
Germany,2/20/2021,Pfizer/BioNTech,4756341
Germany,2/21/2021,Moderna,145892
Germany,2/21/2021,Oxford/AstraZeneca,201883
Germany,2/21/2021,Pfizer/BioNTech,4823628
Germany,2/22/2021,Moderna,154990
Germany,2/22/2021,Oxford/AstraZeneca,226866
Germany,2/22/2021,Pfizer/BioNTech,4950833
Germany,2/23/2021,Moderna,162149
Germany,2/23/2021,Oxford/AstraZeneca,254277
Germany,2/23/2021,Pfizer/BioNTech,5083254
Germany,2/24/2021,Moderna,169884
Germany,2/24/2021,Oxford/AstraZeneca,289541
Germany,2/24/2021,Pfizer/BioNTech,5215378
Germany,2/25/2021,Moderna,176530
Germany,2/25/2021,Oxford/AstraZeneca,340699
Germany,2/25/2021,Pfizer/BioNTech,5346548
Germany,2/26/2021,Moderna,185247
Germany,2/26/2021,Oxford/AstraZeneca,401114
Germany,2/26/2021,Pfizer/BioNTech,5486202
Germany,2/27/2021,Moderna,189438
Germany,2/27/2021,Oxford/AstraZeneca,452623
Germany,2/27/2021,Pfizer/BioNTech,5579111
Germany,2/28/2021,Moderna,193394
Germany,2/28/2021,Oxford/AstraZeneca,494389
Germany,2/28/2021,Pfizer/BioNTech,5641520
Germany,3/1/2021,Moderna,202846
Germany,3/1/2021,Oxford/AstraZeneca,551777
Germany,3/1/2021,Pfizer/BioNTech,5770150
Germany,3/2/2021,Moderna,212963
Germany,3/2/2021,Oxford/AstraZeneca,620682
Germany,3/2/2021,Pfizer/BioNTech,5910701
Germany,3/3/2021,Moderna,226750
Germany,3/3/2021,Oxford/AstraZeneca,693391
Germany,3/3/2021,Pfizer/BioNTech,6067397
Germany,3/4/2021,Moderna,240727
Germany,3/4/2021,Oxford/AstraZeneca,779708
Germany,3/4/2021,Pfizer/BioNTech,6209559
Germany,3/5/2021,Moderna,254048
Germany,3/5/2021,Oxford/AstraZeneca,887815
Germany,3/5/2021,Pfizer/BioNTech,6356755
Germany,3/6/2021,Moderna,262644
Germany,3/6/2021,Oxford/AstraZeneca,970865
Germany,3/6/2021,Pfizer/BioNTech,6467407
Germany,3/7/2021,Moderna,269381
Germany,3/7/2021,Oxford/AstraZeneca,1031993
Germany,3/7/2021,Pfizer/BioNTech,6550163
Germany,3/8/2021,Moderna,280382
Germany,3/8/2021,Oxford/AstraZeneca,1124132
Germany,3/8/2021,Pfizer/BioNTech,6685687
Germany,3/9/2021,Moderna,293113
Germany,3/9/2021,Oxford/AstraZeneca,1221323
Germany,3/9/2021,Pfizer/BioNTech,6825977
Germany,3/10/2021,Moderna,304664
Germany,3/10/2021,Oxford/AstraZeneca,1335747
Germany,3/10/2021,Pfizer/BioNTech,6983427
Germany,3/11/2021,Moderna,317887
Germany,3/11/2021,Oxford/AstraZeneca,1454638
Germany,3/11/2021,Pfizer/BioNTech,7132544
Germany,3/12/2021,Moderna,335419
Germany,3/12/2021,Oxford/AstraZeneca,1606886
Germany,3/12/2021,Pfizer/BioNTech,7284840
Germany,3/13/2021,Moderna,345161
Germany,3/13/2021,Oxford/AstraZeneca,1728706
Germany,3/13/2021,Pfizer/BioNTech,7399426
Germany,3/14/2021,Moderna,350307
Germany,3/14/2021,Oxford/AstraZeneca,1805075
Germany,3/14/2021,Pfizer/BioNTech,7488995
Germany,3/15/2021,Moderna,362670
Germany,3/15/2021,Oxford/AstraZeneca,1889053
Germany,3/15/2021,Pfizer/BioNTech,7641241
Germany,3/16/2021,Moderna,373702
Germany,3/16/2021,Oxford/AstraZeneca,1890961
Germany,3/16/2021,Pfizer/BioNTech,7808851
Germany,3/17/2021,Moderna,391649
Germany,3/17/2021,Oxford/AstraZeneca,1892361
Germany,3/17/2021,Pfizer/BioNTech,7995019
Germany,3/18/2021,Moderna,409816
Germany,3/18/2021,Oxford/AstraZeneca,1893932
Germany,3/18/2021,Pfizer/BioNTech,8170526
Germany,3/19/2021,Moderna,430156
Germany,3/19/2021,Oxford/AstraZeneca,1932495
Germany,3/19/2021,Pfizer/BioNTech,8354461
Germany,3/20/2021,Moderna,445399
Germany,3/20/2021,Oxford/AstraZeneca,2000907
Germany,3/20/2021,Pfizer/BioNTech,8490261
Germany,3/21/2021,Moderna,454608
Germany,3/21/2021,Oxford/AstraZeneca,2053166
Germany,3/21/2021,Pfizer/BioNTech,8594534
Germany,3/22/2021,Moderna,478249
Germany,3/22/2021,Oxford/AstraZeneca,2129944
Germany,3/22/2021,Pfizer/BioNTech,8760053
Germany,3/23/2021,Moderna,497932
Germany,3/23/2021,Oxford/AstraZeneca,2226985
Germany,3/23/2021,Pfizer/BioNTech,8941010
Germany,3/24/2021,Moderna,530516
Germany,3/24/2021,Oxford/AstraZeneca,2329877
Germany,3/24/2021,Pfizer/BioNTech,9138039
Germany,3/25/2021,Moderna,557253
Germany,3/25/2021,Oxford/AstraZeneca,2450811
Germany,3/25/2021,Pfizer/BioNTech,9325684
Germany,3/26/2021,Moderna,592779
Germany,3/26/2021,Oxford/AstraZeneca,2585798
Germany,3/26/2021,Pfizer/BioNTech,9527554
Germany,3/27/2021,Moderna,620130
Germany,3/27/2021,Oxford/AstraZeneca,2692427
Germany,3/27/2021,Pfizer/BioNTech,9678727
Germany,3/28/2021,Moderna,638659
Germany,3/28/2021,Oxford/AstraZeneca,2752441
Germany,3/28/2021,Pfizer/BioNTech,9796203
Germany,3/29/2021,Moderna,664309
Germany,3/29/2021,Oxford/AstraZeneca,2846877
Germany,3/29/2021,Pfizer/BioNTech,9983774
Germany,3/30/2021,Moderna,690229
Germany,3/30/2021,Oxford/AstraZeneca,2932043
Germany,3/30/2021,Pfizer/BioNTech,10198024
Germany,3/31/2021,Moderna,728014
Germany,3/31/2021,Oxford/AstraZeneca,2984612
Germany,3/31/2021,Pfizer/BioNTech,10446424
Germany,4/1/2021,Moderna,759959
Germany,4/1/2021,Oxford/AstraZeneca,3039217
Germany,4/1/2021,Pfizer/BioNTech,10681590
Germany,4/2/2021,Moderna,776480
Germany,4/2/2021,Oxford/AstraZeneca,3070850
Germany,4/2/2021,Pfizer/BioNTech,10862854
Germany,4/3/2021,Moderna,793554
Germany,4/3/2021,Oxford/AstraZeneca,3111984
Germany,4/3/2021,Pfizer/BioNTech,11034891
Germany,4/4/2021,Moderna,804665
Germany,4/4/2021,Oxford/AstraZeneca,3161609
Germany,4/4/2021,Pfizer/BioNTech,11170189
Germany,4/5/2021,Moderna,822581
Germany,4/5/2021,Oxford/AstraZeneca,3225016
Germany,4/5/2021,Pfizer/BioNTech,11338664
Germany,4/6/2021,Moderna,855610
Germany,4/6/2021,Oxford/AstraZeneca,3311753
Germany,4/6/2021,Pfizer/BioNTech,11596542
Germany,4/7/2021,Moderna,891200
Germany,4/7/2021,Oxford/AstraZeneca,3411058
Germany,4/7/2021,Pfizer/BioNTech,12137372
Germany,4/8/2021,Moderna,926257
Germany,4/8/2021,Oxford/AstraZeneca,3534723
Germany,4/8/2021,Pfizer/BioNTech,12707605
Germany,4/9/2021,Moderna,961666
Germany,4/9/2021,Oxford/AstraZeneca,3634280
Germany,4/9/2021,Pfizer/BioNTech,13195130
Germany,4/10/2021,Moderna,984841
Germany,4/10/2021,Oxford/AstraZeneca,3733620
Germany,4/10/2021,Pfizer/BioNTech,13440437
Germany,4/11/2021,Moderna,1002877
Germany,4/11/2021,Oxford/AstraZeneca,3807366
Germany,4/11/2021,Pfizer/BioNTech,13606822
Germany,4/12/2021,Moderna,1031203
Germany,4/12/2021,Oxford/AstraZeneca,3915153
Germany,4/12/2021,Pfizer/BioNTech,13884810
Germany,4/13/2021,Moderna,1057738
Germany,4/13/2021,Oxford/AstraZeneca,4030085
Germany,4/13/2021,Pfizer/BioNTech,14313243
Germany,4/14/2021,Moderna,1090293
Germany,4/14/2021,Oxford/AstraZeneca,4152872
Germany,4/14/2021,Pfizer/BioNTech,14930556
Germany,4/15/2021,Moderna,1126216
Germany,4/15/2021,Oxford/AstraZeneca,4261924
Germany,4/15/2021,Pfizer/BioNTech,15461614
Germany,4/16/2021,Moderna,1156534
Germany,4/16/2021,Oxford/AstraZeneca,4385700
Germany,4/16/2021,Pfizer/BioNTech,15898070
Germany,4/17/2021,Moderna,1176744
Germany,4/17/2021,Oxford/AstraZeneca,4501224
Germany,4/17/2021,Pfizer/BioNTech,16118979
Germany,4/18/2021,Moderna,1189752
Germany,4/18/2021,Oxford/AstraZeneca,4581517
Germany,4/18/2021,Pfizer/BioNTech,16288879
Germany,4/19/2021,Moderna,1220408
Germany,4/19/2021,Oxford/AstraZeneca,4658229
Germany,4/19/2021,Pfizer/BioNTech,16576418
Germany,4/20/2021,Moderna,1256891
Germany,4/20/2021,Oxford/AstraZeneca,4796558
Germany,4/20/2021,Pfizer/BioNTech,16950816
